Date,Facility,Total_ops,Total Delays,TMI_to,Dep,Abrn,TMI_from_local,TMI_from_non_local,Total_occ_at,Total_local_dep,Abrn_dest_to_Delays,Class_AC,Class_AT,Class_GA,Class_Mil,Cause_Wx,Cause_Vol,Cause_Equip,Cause_Rwy,Cause_Other,Avg_delay_time,Total_delay_time
04/22/2012,DFW,1767,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
04/22/2012,DTW,1138,1,1,0,0,0,17,17,0,0,1,0,0,0,0,1,0,0,0,33,33
04/22/2012,EWR,1007,222,222,0,0,0,8,8,0,33,148,70,3,1,222,0,0,0,0,96,21312
04/22/2012,IAH,1446,11,0,11,0,0,12,23,11,0,11,0,0,0,0,11,0,0,0,19,209
04/22/2012,JFK,1091,187,2,185,0,0,5,190,185,0,187,0,0,0,186,1,0,0,0,26,4862
04/22/2012,LAS,1588,9,0,9,0,0,9,18,9,0,0,0,9,0,0,9,0,0,0,27,243
04/22/2012,LAX,1665,15,15,0,0,0,6,6,0,0,13,2,0,0,12,3,0,0,0,34,510
04/22/2012,LGA,940,166,166,0,0,0,10,10,0,40,116,47,3,0,166,0,0,0,0,51,8466
04/22/2012,MCO,869,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0
04/22/2012,MIA,1071,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
04/22/2012,MSP,1087,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
04/22/2012,ORD,2378,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0
04/22/2012,PHL,1066,216,210,6,0,0,17,23,6,0,127,87,2,0,212,4,0,0,0,79,17064
04/22/2012,PHX,1195,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
04/22/2012,SEA,815,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
04/22/2012,SFO,1157,38,0,38,0,0,13,51,38,0,34,4,0,0,0,0,0,38,0,19,722
Sub-Total for 04/22/2012,,26895,1012,737,275,0,1,312,588,276,73,760,231,20,1,912,42,0,58,0,59.75,60465
04/23/2012,ATL,2682,8,5,3,0,2,28,33,5,0,7,1,0,0,0,8,0,0,0,19,152
04/23/2012,BOS,1017,71,71,0,0,11,26,37,11,0,53,14,4,0,70,1,0,0,0,39,2769
04/23/2012,CLT,1599,6,6,0,0,0,20,20,0,0,5,1,0,0,0,6,0,0,0,19,114
04/23/2012,DEN,1732,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
04/23/2012,DFW,1864,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0
04/23/2012,DTW,1321,2,2,0,0,0,19,19,0,3,0,2,0,0,0,2,0,0,0,20,40
04/23/2012,EWR,1223,193,193,0,0,0,14,14,0,4,119,70,4,0,193,0,0,0,0,78,15054
04/23/2012,IAH,1539,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
04/23/2012,JFK,1123,4,4,0,0,23,16,39,23,0,1,3,0,0,0,4,0,0,0,33,132
04/23/2012,LAS,1475,3,3,0,0,0,15,15,0,0,1,1,1,0,3,0,0,0,0,28,84
04/23/2012,LAX,1659,5,5,0,0,0,29,29,0,0,4,1,0,0,5,0,0,0,0,23,115
04/23/2012,LGA,1175,35,35,0,0,0,15,15,0,9,30,5,0,0,1,34,0,0,0,27,945
04/23/2012,MCO,899,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
04/23/2012,MIA,1080,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
04/23/2012,MSP,1219,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
04/23/2012,ORD,2606,1,1,0,0,0,41,41,0,0,1,0,0,0,0,1,0,0,0,16,16
04/23/2012,PHL,1190,266,266,0,0,6,21,27,6,0,133,126,7,0,264,2,0,0,0,64,17024
04/23/2012,PHX,1284,1,1,0,0,0,15,15,0,0,1,0,0,0,0,1,0,0,0,25,25
04/23/2012,SEA,849,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
04/23/2012,SFO,1143,252,252,0,0,0,9,9,0,0,207,41,4,0,251,1,0,0,0,82,20664
Sub-Total for 04/23/2012,,28679,847,844,3,0,42,377,422,45,16,562,265,20,0,787,60,0,0,0,67.45,57134
04/24/2012,ATL,2580,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
04/24/2012,BOS,1024,0,0,0,0,5,17,22,5,0,0,0,0,0,0,0,0,0,0,0,0
04/24/2012,CLT,1623,1,1,0,0,0,6,6,0,0,1,0,0,0,0,1,0,0,0,17,17
04/24/2012,DEN,1579,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
04/24/2012,DFW,1863,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
04/24/2012,DTW,1217,75,27,48,0,0,8,56,48,51,56,19,0,0,73,2,0,0,0,30,2250
04/24/2012,EWR,1261,230,214,16,0,0,0,16,16,0,133,90,6,1,204,26,0,0,0,59,13570
04/24/2012,IAH,1356,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
04/24/2012,JFK,1082,2,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,31,62
04/24/2012,LAS,1452,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
04/24/2012,LAX,1622,4,4,0,0,0,4,4,0,0,2,2,0,0,0,4,0,0,0,19,76
04/24/2012,LGA,1161,38,38,0,0,0,0,0,0,0,33,5,0,0,0,38,0,0,0,28,1064
04/24/2012,MCO,906,0,0,0,0,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0
04/24/2012,MIA,1042,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
04/24/2012,MSP,1195,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
04/24/2012,ORD,2469,1,1,0,0,0,10,10,0,0,0,1,0,0,0,1,0,0,0,33,33
04/24/2012,PHL,1283,29,13,16,0,1,15,32,17,0,28,1,0,0,3,26,0,0,0,23,667
04/24/2012,PHX,1307,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
04/24/2012,SEA,833,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
04/24/2012,SFO,1208,4,4,0,0,0,3,3,0,0,4,0,0,0,4,0,0,0,0,21,84
Sub-Total for 04/24/2012,,28063,384,304,80,0,6,101,187,86,52,258,119,6,1,284,100,0,0,0,46.41,17823
04/25/2012,ATL,2657,6,6,0,0,0,5,5,0,1,5,1,0,0,0,6,0,0,0,19,114
04/25/2012,BOS,1077,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
04/25/2012,CLT,1633,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,18,18
04/25/2012,DEN,1608,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
04/25/2012,DFW,1887,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
04/25/2012,DTW,1289,2,2,0,0,0,8,8,0,0,0,2,0,0,0,1,0,0,1,23,46
04/25/2012,EWR,1279,155,109,46,0,0,0,46,46,7,112,41,2,0,101,54,0,0,0,32,4960
04/25/2012,IAH,1374,10,0,10,0,0,2,12,10,0,10,0,0,0,0,10,0,0,0,17,170
04/25/2012,JFK,1103,3,3,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,21,63
04/25/2012,LAS,1428,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
04/25/2012,LAX,1682,5,5,0,0,0,6,6,0,0,5,0,0,0,5,0,0,0,0,32,160
04/25/2012,LGA,1188,14,14,0,0,0,0,0,0,3,12,1,1,0,0,13,0,0,1,24,336
04/25/2012,MCO,896,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
04/25/2012,MIA,1089,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
04/25/2012,MSP,1237,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
04/25/2012,ORD,2540,4,4,0,0,0,6,6,0,0,0,4,0,0,0,3,0,0,1,20,80
04/25/2012,PHL,1293,6,6,0,0,1,9,10,1,0,6,0,0,0,0,6,0,0,0,18,108
04/25/2012,PHX,1306,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18,18
04/25/2012,SEA,845,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
04/25/2012,SFO,1169,11,11,0,0,0,1,1,0,8,9,1,1,0,11,0,0,0,0,24,264
Sub-Total for 04/25/2012,,28580,218,162,56,0,1,69,126,57,30,161,53,4,0,117,98,0,0,3,29.07,6337
04/26/2012,ATL,2714,14,3,11,0,35,5,51,46,0,9,5,0,0,0,9,0,5,0,18,252
04/26/2012,BOS,1090,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
04/26/2012,CLT,1626,19,19,0,0,22,6,28,22,12,8,11,0,0,17,2,0,0,0,50,950
04/26/2012,DEN,1767,0,0,0,0,0,10,10,0,11,0,0,0,0,0,0,0,0,0,0,0
04/26/2012,DFW,1907,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
04/26/2012,DTW,1274,1,1,0,0,0,11,11,0,0,0,1,0,0,0,1,0,0,0,16,16
04/26/2012,EWR,1303,395,170,225,0,15,1,241,240,7,321,72,2,0,348,47,0,0,0,46,18170
04/26/2012,IAH,1541,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
04/26/2012,JFK,1113,66,4,62,0,0,1,63,62,0,65,1,0,0,62,4,0,0,0,21,1386
04/26/2012,LAS,1569,0,0,0,0,1,9,10,1,0,0,0,0,0,0,0,0,0,0,0,0
04/26/2012,LAX,1753,8,6,2,0,0,13,15,2,2,6,1,1,0,0,6,0,2,0,20,160
04/26/2012,LGA,1191,39,21,18,0,103,0,121,121,3,24,15,0,0,0,21,0,0,18,27,1053
04/26/2012,MCO,920,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
04/26/2012,MIA,1146,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
04/26/2012,MSP,1266,0,0,0,0,0,8,8,0,2,0,0,0,0,0,0,0,0,0,0,0
04/26/2012,ORD,2636,1,1,0,0,0,17,17,0,0,0,1,0,0,0,1,0,0,0,27,27
04/26/2012,PHL,1319,51,11,40,0,7,8,55,47,2,48,3,0,0,20,11,0,18,2,24,1224
04/26/2012,PHX,1340,20,0,20,0,0,7,27,20,0,20,0,0,0,20,0,0,0,0,19,380
04/26/2012,SEA,851,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
04/26/2012,SFO,1210,122,117,5,0,0,0,5,5,2,86,31,5,0,122,0,0,0,0,64,7808
Sub-Total for 04/26/2012,,29536,736,353,383,0,183,134,700,566,41,587,141,8,0,589,102,0,25,20,42.7,31426
04/27/2012,ATL,2721,3,3,0,0,16,11,27,16,0,2,1,0,0,0,3,0,0,0,30,90
04/27/2012,BOS,1101,0,0,0,0,4,13,17,4,0,0,0,0,0,0,0,0,0,0,0,0
04/27/2012,CLT,1600,8,8,0,0,0,8,8,0,0,8,0,0,0,0,8,0,0,0,18,144
04/27/2012,DEN,1762,27,27,0,0,0,48,48,0,0,25,2,0,0,27,0,0,0,0,32,864
04/27/2012,DFW,1852,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
04/27/2012,DTW,1282,1,1,0,0,0,9,9,0,0,0,1,0,0,0,1,0,0,0,19,19
04/27/2012,EWR,1308,251,207,44,0,0,0,44,44,20,162,87,2,0,205,46,0,0,0,53,13303
04/27/2012,IAH,1527,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
04/27/2012,JFK,1140,88,2,86,0,0,0,86,86,0,86,2,0,0,85,2,0,0,1,22,1936
04/27/2012,LAS,1621,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
04/27/2012,LAX,1747,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
04/27/2012,LGA,1178,253,14,239,0,0,0,239,239,34,110,143,0,0,0,253,0,0,0,23,5819
04/27/2012,MCO,888,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
04/27/2012,MIA,1147,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
04/27/2012,MSP,1207,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
04/27/2012,ORD,2602,76,1,75,0,0,15,90,75,1,75,1,0,0,75,1,0,0,0,21,1596
04/27/2012,PHL,1276,7,7,0,0,0,6,6,0,0,7,0,0,0,0,7,0,0,0,25,175
04/27/2012,PHX,1337,2,2,0,0,0,6,6,0,0,1,1,0,0,0,2,0,0,0,19,38
04/27/2012,SEA,851,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
04/27/2012,SFO,1227,3,3,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,19,57
Sub-Total for 04/27/2012,,29374,719,275,444,0,20,161,625,464,55,479,238,2,0,395,323,0,0,1,33.44,24041
04/28/2012,ATL,2247,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,20,20
04/28/2012,BOS,789,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
04/28/2012,CLT,1408,19,3,16,0,0,0,16,16,0,1,2,0,16,0,19,0,0,0,20,380
04/28/2012,DEN,1362,32,12,20,0,0,0,20,20,10,25,7,0,0,32,0,0,0,0,24,768
04/28/2012,DFW,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/28/2012,DTW,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/28/2012,EWR,1003,13,1,12,0,1,0,13,13,0,13,0,0,0,0,1,0,12,0,15,195
04/28/2012,IAH,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/28/2012,JFK,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/28/2012,LAS,1330,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
04/28/2012,LAX,1491,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
04/28/2012,LGA,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/28/2012,MCO,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/28/2012,MIA,1069,2,1,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,18,36
04/28/2012,MSP,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/28/2012,ORD,2025,0,0,0,0,13,0,13,13,1,0,0,0,0,0,0,0,0,0,0,0
04/28/2012,PHL,1055,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
04/28/2012,PHX,1108,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
04/28/2012,SEA,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/28/2012,SFO,1045,12,0,12,0,0,0,12,12,0,12,0,0,0,0,0,0,12,0,18,216
Sub-Total for 04/28/2012,,23921,79,18,61,0,17,5,83,78,11,54,9,0,16,32,22,0,24,1,20.44,1615
04/29/2012,ATL,2603,2,2,0,0,0,2,2,0,0,1,1,0,0,0,2,0,0,0,26,52
04/29/2012,BOS,948,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
04/29/2012,CLT,1518,5,5,0,0,0,0,0,0,0,4,1,0,0,0,5,0,0,0,21,105
04/29/2012,DEN,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/29/2012,DFW,1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/29/2012,DTW,1150,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19,19
04/29/2012,EWR,1149,51,10,41,0,0,0,41,41,1,46,5,0,0,0,51,0,0,0,23,1173
04/29/2012,IAH,1461,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,23,23
04/29/2012,JFK,1113,7,6,1,0,0,0,1,1,1,5,2,0,0,0,6,0,1,0,25,175
04/29/2012,LAS,1611,2,2,0,0,0,2,2,0,1,2,0,0,0,0,2,0,0,0,18,36
04/29/2012,LAX,1690,20,18,2,0,0,5,7,2,0,17,2,1,0,13,5,0,2,0,34,680
04/29/2012,LGA,971,3,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,17,51
04/29/2012,MCO,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/29/2012,MIA,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/29/2012,MSP,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/29/2012,ORD,2386,1,1,0,0,25,0,25,25,0,0,1,0,0,0,1,0,0,0,22,22
04/29/2012,PHL,1182,6,6,0,0,0,1,1,0,0,6,0,0,0,0,6,0,0,0,26,156
04/29/2012,PHX,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/29/2012,SEA,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/29/2012,SFO,1136,51,2,49,0,0,4,53,49,1,40,11,0,0,0,0,0,51,0,23,1173
Sub-Total for 04/29/2012,,27332,150,57,93,0,25,15,133,118,4,124,24,2,0,13,83,0,54,0,24.43,3665
04/30/2012,ATL,2678,14,1,13,0,0,1,14,13,0,14,0,0,0,0,14,0,0,0,17,238
04/30/2012,BOS,1050,0,0,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0
04/30/2012,CLT,1586,4,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,21,84
04/30/2012,DEN,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/30/2012,DFW,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/30/2012,DTW,1287,14,0,14,0,8,3,25,22,9,14,0,0,0,12,0,0,2,0,18,252
04/30/2012,EWR,1258,4,4,0,0,1,0,1,1,0,2,2,0,0,0,4,0,0,0,20,80
04/30/2012,IAH,1547,5,0,5,0,0,1,6,5,0,5,0,0,0,0,5,0,0,0,19,95
04/30/2012,JFK,1075,2,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,17,34
04/30/2012,LAS,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/30/2012,LAX,1678,3,3,0,0,0,1,1,0,0,2,1,0,0,1,2,0,0,0,19,57
04/30/2012,LGA,1173,10,10,0,0,0,0,0,0,1,9,1,0,0,0,10,0,0,0,23,230
04/30/2012,MCO,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/30/2012,MIA,1086,16,0,14,2,0,0,16,14,8,16,0,0,0,16,0,0,0,0,18,288
04/30/2012,MSP,1222,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
04/30/2012,ORD,2602,2,2,0,0,0,0,0,0,23,1,1,0,0,1,1,0,0,0,19,38
04/30/2012,PHL,1265,31,12,19,0,1,1,21,20,0,26,4,1,0,19,12,0,0,0,22,682
04/30/2012,PHX,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/30/2012,SEA,843,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
04/30/2012,SFO,1194,3,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,20,60
Sub-Total for 04/30/2012,,28735,108,41,65,2,11,12,90,76,44,97,10,1,0,52,54,0,2,0,19.8,2138
05/01/2012,ATL,2590,4,4,0,0,0,37,37,0,3,4,0,0,0,0,4,0,0,0,25,100
05/01/2012,BOS,999,92,92,0,0,1,25,26,1,0,69,18,5,0,92,0,0,0,0,53,4876
05/01/2012,CLT,1609,3,3,0,0,0,19,19,0,0,2,1,0,0,0,3,0,0,0,29,87
05/01/2012,DEN,1611,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
05/01/2012,DFW,1865,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
05/01/2012,DTW,1175,0,0,0,0,0,25,25,0,7,0,0,0,0,0,0,0,0,0,0,0
05/01/2012,EWR,1236,179,148,31,0,13,8,52,44,0,110,67,1,1,145,34,0,0,0,36,6444
05/01/2012,IAH,1360,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
05/01/2012,JFK,1073,4,4,0,0,1,5,6,1,14,2,2,0,0,0,4,0,0,0,22,88
05/01/2012,LAS,1454,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
05/01/2012,LAX,1659,4,4,0,0,0,4,4,0,0,1,3,0,0,2,2,0,0,0,25,100
05/01/2012,LGA,1126,300,300,0,0,0,5,5,0,32,201,94,4,1,294,6,0,0,0,47,14100
05/01/2012,MCO,877,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
05/01/2012,MIA,1084,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
05/01/2012,MSP,1183,0,0,0,0,0,16,16,0,3,0,0,0,0,0,0,0,0,0,0,0
05/01/2012,ORD,2453,105,105,0,0,0,42,42,0,13,42,63,0,0,104,1,0,0,0,56,5880
05/01/2012,PHL,1287,159,158,1,0,2,23,26,3,0,80,75,4,0,150,8,0,0,1,44,6996
05/01/2012,PHX,1270,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
05/01/2012,SEA,844,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
05/01/2012,SFO,1161,41,14,27,0,0,7,34,27,1,38,3,0,0,41,0,0,0,0,25,1025
Sub-Total for 05/01/2012,,27916,891,832,59,0,17,297,373,76,73,549,326,14,2,828,62,0,0,1,44.55,39696
05/02/2012,ATL,2633,10,2,8,0,0,19,27,8,0,8,2,0,0,0,2,0,8,0,18,180
05/02/2012,BOS,1015,1,1,0,0,0,19,19,0,0,0,1,0,0,0,1,0,0,0,39,39
05/02/2012,CLT,1587,3,3,0,0,0,10,10,0,0,3,0,0,0,1,2,0,0,0,17,51
05/02/2012,DEN,1628,0,0,0,0,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0
05/02/2012,DFW,1884,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
05/02/2012,DTW,1298,8,0,8,0,0,15,23,8,0,8,0,0,0,8,0,0,0,0,17,136
05/02/2012,EWR,1228,194,194,0,0,54,1,55,54,46,115,79,0,0,190,4,0,0,0,70,13580
05/02/2012,IAH,1339,7,0,7,0,0,9,16,7,0,7,0,0,0,0,7,0,0,0,17,119
05/02/2012,JFK,1078,5,5,0,0,0,1,1,0,2,3,2,0,0,0,5,0,0,0,35,175
05/02/2012,LAS,1470,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
05/02/2012,LAX,1696,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
05/02/2012,LGA,1189,240,240,0,0,337,5,342,337,39,154,82,4,0,229,11,0,0,0,43,10320
05/02/2012,MCO,846,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
05/02/2012,MIA,1083,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
05/02/2012,MSP,1236,0,0,0,0,20,9,29,20,2,0,0,0,0,0,0,0,0,0,0,0
05/02/2012,ORD,2531,0,0,0,0,0,29,29,0,2,0,0,0,0,0,0,0,0,0,0,0
05/02/2012,PHL,1306,72,30,42,0,24,17,83,66,0,56,16,0,0,53,19,0,0,0,28,2016
05/02/2012,PHX,1289,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
05/02/2012,SEA,850,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
05/02/2012,SFO,1211,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub-Total for 05/02/2012,,28397,540,475,65,0,435,188,688,500,92,354,182,4,0,481,51,0,8,0,49.29,26616
05/03/2012,ATL,2708,18,18,0,0,118,60,178,118,13,10,8,0,0,17,1,0,0,0,27,486
05/03/2012,BOS,1012,92,92,0,0,0,44,44,0,0,73,16,3,0,90,2,0,0,0,41,3772
05/03/2012,CLT,1616,3,3,0,0,0,22,22,0,0,3,0,0,0,0,3,0,0,0,17,51
05/03/2012,DEN,1786,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2012,DFW,1898,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2012,DTW,1273,3,2,1,0,26,26,53,27,0,1,2,0,0,1,1,0,1,0,19,57
05/03/2012,EWR,1235,223,210,13,0,150,12,175,163,11,132,87,3,1,220,3,0,0,0,51,11373
05/03/2012,IAH,1555,13,0,13,0,0,24,37,13,0,13,0,0,0,0,0,0,0,13,20,260
05/03/2012,JFK,1078,25,25,0,0,34,15,49,34,12,17,8,0,0,22,3,0,0,0,45,1125
05/03/2012,LAS,1616,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2012,LAX,1724,3,3,0,0,0,26,26,0,0,3,0,0,0,1,2,0,0,0,17,51
05/03/2012,LGA,1198,216,216,0,0,37,13,50,37,4,147,66,3,0,200,16,0,0,0,34,7344
05/03/2012,MCO,870,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2012,MIA,1122,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2012,MSP,1246,6,6,0,0,37,27,64,37,22,3,3,0,0,6,0,0,0,0,80,480
05/03/2012,ORD,2330,89,89,0,0,63,59,122,63,94,48,41,0,0,85,1,0,1,2,76,6764
05/03/2012,PHL,1248,311,311,0,0,71,28,99,71,0,156,150,5,0,310,1,0,0,0,55,17105
05/03/2012,PHX,1293,21,3,18,0,0,7,25,18,1,21,0,0,0,0,3,0,18,0,19,399
05/03/2012,SEA,863,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2012,SFO,1128,237,237,0,0,0,5,5,0,1,173,57,7,0,237,0,0,0,0,87,20619
Sub-Total for 05/03/2012,,28799,1260,1215,45,0,536,481,1062,581,158,800,438,21,1,1189,36,0,20,15,55.47,69886
05/04/2012,ATL,2703,16,10,6,0,1,33,40,7,26,13,2,1,0,12,4,0,0,0,19,304
05/04/2012,BOS,1004,91,91,0,0,2,22,24,2,0,72,15,4,0,90,1,0,0,0,46,4186
05/04/2012,CLT,1606,3,3,0,0,0,16,16,0,1,2,1,0,0,0,3,0,0,0,21,63
05/04/2012,DEN,1778,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2012,DFW,1869,3,3,0,0,25,20,45,25,10,2,1,0,0,3,0,0,0,0,22,66
05/04/2012,DTW,1295,9,3,6,0,0,28,34,6,0,7,2,0,0,3,0,0,6,0,18,162
