Date,Facility,Air_Carrier,Air_Taxi,General_Aviation,Military,Total operation
12/02/2011,PHX,"1,025",193,41,8,"1,267"
12/02/2011,SEA,775,35,9,1,820
12/02/2011,SFO,831,252,46,14,"1,143"
Sub-Total for 12/02/2011,,"19,586","7,840",858,70,"28,354"
12/03/2011,ATL,"1,706",378,5,2,"2,091"
12/03/2011,BOS,529,146,33,3,711
12/03/2011,CLT,709,464,47,5,"1,225"
12/03/2011,DEN,897,320,7,1,"1,225"
12/03/2011,DFW,"1,100",411,6,0,"1,517"
12/03/2011,DTW,409,440,10,0,859
12/03/2011,EWR,670,236,38,0,944
12/03/2011,IAH,708,444,22,0,"1,174"
12/03/2011,JFK,881,132,9,0,"1,022"
12/03/2011,LAS,748,299,135,11,"1,193"
12/03/2011,LAX,"1,098",254,29,4,"1,385"
12/03/2011,LGA,474,113,5,1,593
12/03/2011,MCO,771,32,34,2,839
12/03/2011,MIA,900,172,66,5,"1,143"
12/03/2011,MSP,534,251,8,2,795
12/03/2011,ORD,"1,077",716,4,0,"1,797"
12/03/2011,PHL,537,388,20,0,945
12/03/2011,PHX,766,122,26,6,925
12/03/2011,SEA,661,32,2,0,695
12/03/2011,SFO,690,198,20,5,913
Sub-Total for 12/03/2011,,"15,865","5,548",526,47,"21,991"
12/04/2011,ATL,"1,906",483,15,1,"2,405"
12/04/2011,BOS,633,239,30,2,904
12/04/2011,CLT,832,475,64,9,"1,380"
12/04/2011,DEN,"1,122",431,5,1,"1,559"
12/04/2011,DFW,"1,194",449,10,0,"1,653"
12/04/2011,DTW,456,589,14,0,"1,059"
12/04/2011,EWR,742,319,25,0,"1,086"
12/04/2011,IAH,768,573,29,0,"1,370"
12/04/2011,JFK,901,125,13,1,"1,040"
12/04/2011,LAS,928,281,155,7,"1,371"
12/04/2011,LAX,"1,197",304,39,0,"1,540"
12/04/2011,LGA,630,315,11,0,956
12/04/2011,MCO,739,42,61,6,848
12/04/2011,MIA,890,185,56,5,"1,136"
12/04/2011,MSP,665,307,13,5,990
12/04/2011,ORD,"1,298",901,14,0,"2,213"
12/04/2011,PHL,628,468,20,1,"1,117"
12/04/2011,PHX,955,125,26,4,"1,110"
12/04/2011,SEA,731,36,22,0,789
12/04/2011,SFO,802,244,43,4,"1,093"
Sub-Total for 12/04/2011,,"18,017","6,891",665,46,"25,619"
12/05/2011,ATL,"2,007",509,23,0,"2,539"
12/05/2011,BOS,719,232,71,1,"1,023"
12/05/2011,CLT,808,466,74,3,"1,351"
12/05/2011,DEN,"1,158",481,3,0,"1,642"
12/05/2011,DFW,"1,235",475,22,0,"1,732"
12/05/2011,DTW,499,682,4,0,"1,185"
12/05/2011,EWR,791,323,40,0,"1,154"
12/05/2011,IAH,852,613,43,0,"1,508"
12/05/2011,JFK,886,97,4,0,987
12/05/2011,LAS,943,316,112,9,"1,380"
12/05/2011,LAX,"1,230",307,49,10,"1,596"
12/05/2011,LGA,726,409,30,3,"1,168"
12/05/2011,MCO,710,36,36,0,782
12/05/2011,MIA,881,176,46,4,"1,107"
12/05/2011,MSP,731,363,43,5,"1,142"
12/05/2011,ORD,"1,399","1,027",20,1,"2,447"
12/05/2011,PHL,724,441,37,1,"1,203"
12/05/2011,PHX,995,161,49,15,"1,220"
12/05/2011,SEA,767,39,9,2,817
12/05/2011,SFO,810,239,28,8,"1,085"
Sub-Total for 12/05/2011,,"18,871","7,392",743,62,"27,068"
12/06/2011,ATL,"1,923",485,12,0,"2,420"
12/06/2011,BOS,694,181,43,0,918
12/06/2011,CLT,796,489,76,4,"1,365"
12/06/2011,DEN,"1,040",405,3,0,"1,448"
12/06/2011,DFW,"1,233",473,18,0,"1,724"
12/06/2011,DTW,476,624,17,0,"1,117"
12/06/2011,EWR,815,348,23,0,"1,186"
12/06/2011,IAH,745,514,30,0,"1,289"
12/06/2011,JFK,910,128,13,0,"1,051"
12/06/2011,LAS,859,278,112,7,"1,256"
12/06/2011,LAX,"1,187",289,51,14,"1,541"
12/06/2011,LGA,690,402,41,1,"1,134"
12/06/2011,MCO,702,44,39,0,785
12/06/2011,MIA,903,167,17,1,"1,088"
12/06/2011,MSP,690,366,55,15,"1,126"
12/06/2011,ORD,"1,304",889,29,0,"2,222"
12/06/2011,PHL,666,413,37,0,"1,116"
12/06/2011,PHX,988,180,63,8,"1,239"
12/06/2011,SEA,782,38,6,0,826
12/06/2011,SFO,798,244,44,12,"1,098"
Sub-Total for 12/06/2011,,"18,201","6,957",729,62,"25,949"
12/07/2011,ATL,"1,938",485,11,1,"2,435"
12/07/2011,BOS,693,183,40,0,916
12/07/2011,CLT,809,494,64,10,"1,377"
12/07/2011,DEN,"1,081",405,7,0,"1,493"
12/07/2011,DFW,"1,250",471,36,0,"1,757"
12/07/2011,DTW,500,680,13,0,"1,193"
12/07/2011,EWR,790,317,28,0,"1,135"
12/07/2011,IAH,766,533,39,0,"1,338"
12/07/2011,JFK,895,127,4,1,"1,027"
12/07/2011,LAS,871,321,142,12,"1,346"
12/07/2011,LAX,"1,233",276,73,6,"1,588"
12/07/2011,LGA,653,360,17,3,"1,033"
12/07/2011,MCO,696,45,45,0,786
12/07/2011,MIA,904,183,52,2,"1,141"
12/07/2011,MSP,708,361,49,12,"1,130"
12/07/2011,ORD,"1,334",909,29,0,"2,272"
12/07/2011,PHL,678,393,15,0,"1,086"
12/07/2011,PHX,971,187,55,7,"1,222"
12/07/2011,SEA,769,37,4,0,810
12/07/2011,SFO,812,249,35,10,"1,106"
Sub-Total for 12/07/2011,,"18,351","7,016",758,64,"26,191"
12/08/2011,ATL,"2,000",520,16,0,"2,536"
12/08/2011,BOS,742,200,35,1,978
12/08/2011,CLT,945,540,89,4,"1,578"
12/08/2011,DEN,"1,212",518,11,0,"1,741"
12/08/2011,DFW,"1,292",495,31,0,"1,818"
12/08/2011,DTW,535,684,19,0,"1,238"
12/08/2011,EWR,886,370,38,4,"1,298"
12/08/2011,IAH,862,663,41,0,"1,566"
12/08/2011,JFK,920,133,29,1,"1,083"
12/08/2011,LAS,982,241,149,9,"1,381"
12/08/2011,LAX,"1,290",330,61,19,"1,700"
12/08/2011,LGA,753,408,21,2,"1,184"
12/08/2011,MCO,759,41,42,2,844
12/08/2011,MIA,935,184,35,10,"1,164"
12/08/2011,MSP,750,393,58,9,"1,210"
12/08/2011,ORD,"1,409","1,030",19,0,"2,458"
12/08/2011,PHL,747,540,82,0,"1,369"
12/08/2011,PHX,"1,028",175,61,6,"1,270"
12/08/2011,SEA,788,39,17,0,844
12/08/2011,SFO,833,279,37,17,"1,166"
Sub-Total for 12/08/2011,,"19,668","7,783",891,84,"28,426"
12/09/2011,ATL,"2,015",525,17,2,"2,559"
12/09/2011,BOS,749,197,34,0,980
12/09/2011,CLT,931,531,78,0,"1,540"
12/09/2011,DEN,"1,211",483,4,0,"1,698"
12/09/2011,DFW,"1,277",496,29,13,"1,815"
12/09/2011,DTW,517,679,17,0,"1,213"
12/09/2011,EWR,850,361,30,0,"1,241"
12/09/2011,IAH,878,642,42,2,"1,564"
12/09/2011,JFK,928,135,20,0,"1,083"
12/09/2011,LAS,962,337,181,12,"1,492"
12/09/2011,LAX,"1,303",322,37,7,"1,669"
12/09/2011,LGA,743,404,21,5,"1,173"
12/09/2011,MCO,755,41,62,0,858
12/09/2011,MIA,955,189,68,4,"1,216"
12/09/2011,MSP,735,389,41,7,"1,172"
12/09/2011,ORD,"1,414","1,014",19,0,"2,447"
12/09/2011,PHL,729,526,32,0,"1,287"
12/09/2011,PHX,"1,032",177,55,12,"1,276"
12/09/2011,SEA,775,36,5,0,816
12/09/2011,SFO,838,267,37,16,"1,158"
Sub-Total for 12/09/2011,,"19,597","7,751",829,80,"28,257"
12/10/2011,ATL,"1,708",373,5,0,"2,086"
12/10/2011,BOS,517,141,27,3,688
12/10/2011,CLT,727,461,32,3,"1,223"
12/10/2011,DEN,907,334,11,0,"1,252"
12/10/2011,DFW,"1,095",406,12,0,"1,513"
12/10/2011,DTW,399,444,12,0,855
12/10/2011,EWR,681,233,24,0,938
12/10/2011,IAH,725,421,20,0,"1,166"
12/10/2011,JFK,883,132,10,1,"1,026"
12/10/2011,LAS,755,276,102,5,"1,138"
12/10/2011,LAX,"1,096",247,36,0,"1,379"
12/10/2011,LGA,471,109,19,0,599
12/10/2011,MCO,769,31,32,0,832
12/10/2011,MIA,922,158,35,5,"1,120"
12/10/2011,MSP,531,240,12,2,785
12/10/2011,ORD,"1,094",722,20,0,"1,836"
12/10/2011,PHL,532,386,14,0,932
12/10/2011,PHX,773,104,27,6,912
12/10/2011,SEA,660,34,7,0,701
12/10/2011,SFO,692,211,30,3,936
Sub-Total for 12/10/2011,,"15,937","5,463",487,28,"21,917"
12/11/2011,ATL,"1,905",477,12,0,"2,394"
12/11/2011,BOS,635,182,33,2,852
12/11/2011,CLT,838,464,63,7,"1,372"
12/11/2011,DEN,"1,136",436,6,0,"1,578"
12/11/2011,DFW,"1,198",452,17,6,"1,673"
12/11/2011,DTW,465,591,18,0,"1,074"
12/11/2011,EWR,755,316,14,0,"1,085"
12/11/2011,IAH,769,579,14,0,"1,362"
12/11/2011,JFK,905,128,9,0,"1,042"
12/11/2011,LAS,917,280,199,9,"1,405"
12/11/2011,LAX,"1,214",311,45,1,"1,571"
12/11/2011,LGA,630,316,22,2,970
12/11/2011,MCO,743,36,24,0,803
12/11/2011,MIA,903,138,45,4,"1,090"
12/11/2011,MSP,661,311,19,2,993
12/11/2011,ORD,"1,306",899,14,0,"2,219"
12/11/2011,PHL,633,463,19,0,"1,115"
12/11/2011,PHX,952,125,31,5,"1,113"
12/11/2011,SEA,720,34,4,0,758
12/11/2011,SFO,799,236,20,12,"1,067"
Sub-Total for 12/11/2011,,"18,084","6,774",628,50,"25,536"
12/12/2011,ATL,"2,005",518,22,0,"2,545"
12/12/2011,BOS,727,188,32,1,948
12/12/2011,CLT,823,473,55,2,"1,353"
12/12/2011,DEN,"1,166",506,8,0,"1,680"
12/12/2011,DFW,"1,246",477,27,2,"1,752"
12/12/2011,DTW,509,681,20,1,"1,211"
12/12/2011,EWR,812,351,33,0,"1,196"
12/12/2011,IAH,848,631,41,0,"1,520"
12/12/2011,JFK,922,125,26,0,"1,073"
12/12/2011,LAS,943,206,89,6,"1,244"
12/12/2011,LAX,"1,224",311,62,5,"1,602"
12/12/2011,LGA,739,417,31,1,"1,188"
12/12/2011,MCO,727,45,26,0,798
12/12/2011,MIA,894,181,61,0,"1,136"
12/12/2011,MSP,735,366,64,13,"1,178"
12/12/2011,ORD,"1,395","1,042",14,0,"2,451"
12/12/2011,PHL,698,503,36,1,"1,238"
12/12/2011,PHX,995,169,42,8,"1,215"
12/12/2011,SEA,768,39,14,0,821
12/12/2011,SFO,826,260,41,13,"1,140"
Sub-Total for 12/12/2011,,"19,002","7,489",744,53,"27,289"
12/13/2011,ATL,"1,943",474,13,2,"2,432"
12/13/2011,BOS,708,198,45,2,953
12/13/2011,CLT,800,491,80,5,"1,376"
12/13/2011,DEN,"1,058",410,3,0,"1,471"
12/13/2011,DFW,"1,263",474,13,1,"1,751"
12/13/2011,DTW,466,624,28,3,"1,121"
12/13/2011,EWR,828,362,29,3,"1,222"
12/13/2011,IAH,760,507,36,2,"1,305"
12/13/2011,JFK,903,131,26,0,"1,060"
12/13/2011,LAS,841,143,82,3,"1,069"
12/13/2011,LAX,"1,221",280,55,2,"1,558"
12/13/2011,LGA,710,410,15,4,"1,139"
12/13/2011,MCO,716,44,47,1,808
12/13/2011,MIA,904,181,42,0,"1,127"
12/13/2011,MSP,699,362,55,10,"1,126"
12/13/2011,ORD,"1,309",903,10,0,"2,222"
12/13/2011,PHL,721,490,52,1,"1,264"
12/13/2011,PHX,"1,000",177,65,8,"1,250"
12/13/2011,SEA,777,42,10,0,829
12/13/2011,SFO,801,257,60,10,"1,128"
Sub-Total for 12/13/2011,,"18,428","6,960",766,57,"26,211"
12/14/2011,ATL,"1,968",484,17,0,"2,469"
12/14/2011,BOS,709,218,51,3,981
12/14/2011,CLT,807,482,76,6,"1,371"
12/14/2011,DEN,"1,119",425,5,0,"1,549"
12/14/2011,DFW,"1,257",469,22,1,"1,749"
12/14/2011,DTW,502,672,16,0,"1,190"
12/14/2011,EWR,842,363,30,1,"1,236"
12/14/2011,IAH,773,544,53,2,"1,372"
12/14/2011,JFK,919,128,21,0,"1,068"
12/14/2011,LAS,870,255,101,5,"1,231"
12/14/2011,LAX,"1,253",295,53,8,"1,609"
12/14/2011,LGA,711,406,21,1,"1,139"
12/14/2011,MCO,709,41,53,1,804
12/14/2011,MIA,919,218,45,3,"1,185"
12/14/2011,MSP,714,361,50,1,"1,126"
12/14/2011,ORD,"1,332",801,16,0,"2,149"
12/14/2011,PHL,720,506,37,1,"1,264"
12/14/2011,PHX,999,189,58,9,"1,255"
12/14/2011,SEA,764,45,10,1,820
12/14/2011,SFO,807,271,41,14,"1,133"
Sub-Total for 12/14/2011,,"18,694","7,173",776,57,"26,700"
12/15/2011,ATL,"2,016",516,23,1,"2,556"
12/15/2011,BOS,747,193,31,1,972
12/15/2011,CLT,946,531,89,6,"1,572"
12/15/2011,DEN,"1,299",566,8,0,"1,873"
12/15/2011,DFW,"1,315",499,16,0,"1,830"
12/15/2011,DTW,525,671,17,0,"1,213"
12/15/2011,EWR,859,319,29,2,"1,209"
12/15/2011,IAH,882,691,56,0,"1,629"
12/15/2011,JFK,949,128,22,2,"1,101"
12/15/2011,LAS,982,229,101,4,"1,316"
12/15/2011,LAX,"1,374",343,62,3,"1,782"
12/15/2011,LGA,735,406,18,1,"1,160"
12/15/2011,MCO,790,42,48,1,881
12/15/2011,MIA,956,233,43,3,"1,235"
12/15/2011,MSP,743,391,54,11,"1,199"
12/15/2011,ORD,"1,454","1,015",17,0,"2,486"
12/15/2011,PHL,748,504,53,0,"1,305"
12/15/2011,PHX,"1,031",199,83,13,"1,326"
12/15/2011,SEA,818,45,2,1,866
12/15/2011,SFO,837,266,31,6,"1,140"
Sub-Total for 12/15/2011,,"20,006","7,787",803,55,"28,651"
12/16/2011,ATL,"2,017",525,7,2,"2,551"
12/16/2011,BOS,738,190,35,0,963
12/16/2011,CLT,973,544,74,0,"1,591"
12/16/2011,DEN,"1,318",564,12,0,"1,894"
12/16/2011,DFW,"1,325",501,32,0,"1,858"
12/16/2011,DTW,537,687,24,0,"1,248"
12/16/2011,EWR,916,368,33,0,"1,317"
12/16/2011,IAH,884,687,30,0,"1,601"
12/16/2011,JFK,983,124,22,0,"1,129"
12/16/2011,LAS,957,241,127,6,"1,331"
12/16/2011,LAX,"1,385",337,51,10,"1,783"
12/16/2011,LGA,728,413,18,2,"1,161"
12/16/2011,MCO,795,52,46,1,894
12/16/2011,MIA,993,223,68,3,"1,287"
12/16/2011,MSP,743,384,35,5,"1,167"
12/16/2011,ORD,"1,454","1,013",30,0,"2,497"
12/16/2011,PHL,787,520,46,1,"1,354"
12/16/2011,PHX,"1,091",191,58,9,"1,349"
12/16/2011,SEA,841,48,7,0,896
12/16/2011,SFO,843,309,49,9,"1,210"
Sub-Total for 12/16/2011,,"20,308","7,921",804,48,"29,081"
12/17/2011,ATL,"1,778",456,4,2,"2,240"
12/17/2011,BOS,591,148,17,2,758
12/17/2011,CLT,893,491,34,3,"1,421"
12/17/2011,DEN,"1,154",475,9,4,"1,642"
12/17/2011,DFW,"1,175",411,27,0,"1,613"
12/17/2011,DTW,459,456,2,0,917
12/17/2011,EWR,778,275,23,0,"1,076"
12/17/2011,IAH,805,583,18,0,"1,406"
12/17/2011,JFK,977,141,9,0,"1,127"
12/17/2011,LAS,778,251,76,2,"1,107"
12/17/2011,LAX,"1,243",283,39,5,"1,570"
12/17/2011,LGA,482,142,11,0,635
12/17/2011,MCO,851,25,45,0,921
12/17/2011,MIA,967,175,63,2,"1,207"
12/17/2011,MSP,679,292,17,0,988
12/17/2011,ORD,"1,289",824,11,0,"2,124"
12/17/2011,PHL,654,411,22,1,"1,088"
12/17/2011,PHX,"1,024",165,31,8,"1,228"
12/17/2011,SEA,788,47,17,2,854
12/17/2011,SFO,777,246,31,12,"1,066"
Sub-Total for 12/17/2011,,"18,142","6,297",506,43,"24,988"
12/18/2011,ATL,"1,928",486,8,2,"2,424"
12/18/2011,BOS,625,175,14,4,818
12/18/2011,CLT,937,517,41,3,"1,498"
12/18/2011,DEN,"1,243",466,8,0,"1,717"
12/18/2011,DFW,"1,258",452,7,0,"1,717"
12/18/2011,DTW,510,522,6,1,"1,039"
12/18/2011,EWR,786,314,17,0,"1,117"
12/18/2011,IAH,833,660,18,1,"1,512"
12/18/2011,JFK,978,137,17,0,"1,132"
12/18/2011,LAS,920,198,66,5,"1,189"
12/18/2011,LAX,"1,324",317,33,4,"1,678"
12/18/2011,LGA,608,316,9,0,933
12/18/2011,MCO,792,33,39,2,866
12/18/2011,MIA,941,142,44,2,"1,129"
12/18/2011,MSP,714,306,21,2,"1,043"
12/18/2011,ORD,"1,345",875,11,0,"2,231"
12/18/2011,PHL,694,459,18,0,"1,171"
12/18/2011,PHX,"1,082",143,19,1,"1,245"
12/18/2011,SEA,797,34,0,0,831
12/18/2011,SFO,812,255,27,2,"1,096"
Sub-Total for 12/18/2011,,"19,127","6,807",423,29,"26,386"
12/19/2011,ATL,"2,010",508,13,1,"2,532"
12/19/2011,BOS,681,185,42,0,908
12/19/2011,CLT,967,541,77,10,"1,595"
12/19/2011,DEN,"1,285",520,4,1,"1,810"
12/19/2011,DFW,"1,280",464,13,0,"1,757"
12/19/2011,DTW,543,624,21,0,"1,188"
12/19/2011,EWR,821,308,24,1,"1,154"
12/19/2011,IAH,812,660,19,2,"1,493"
12/19/2011,JFK,979,129,6,0,"1,114"
12/19/2011,LAS,924,273,82,4,"1,283"
12/19/2011,LAX,"1,360",334,51,5,"1,750"
12/19/2011,LGA,673,410,15,0,"1,098"
12/19/2011,MCO,789,40,54,0,883
12/19/2011,MIA,946,181,59,1,"1,187"
12/19/2011,MSP,757,370,34,11,"1,172"
12/19/2011,ORD,"1,374","1,003",6,0,"2,383"
12/19/2011,PHL,751,504,36,1,"1,292"
12/19/2011,PHX,"1,094",180,47,10,"1,332"
12/19/2011,SEA,812,44,3,0,859
12/19/2011,SFO,837,289,37,4,"1,167"
Sub-Total for 12/19/2011,,"19,695","7,567",643,51,"27,957"
12/20/2011,ATL,"2,025",496,5,0,"2,526"
12/20/2011,BOS,725,201,37,0,963
12/20/2011,CLT,980,543,85,12,"1,620"
12/20/2011,DEN,"1,350",564,10,0,"1,924"
12/20/2011,DFW,"1,323",480,18,0,"1,821"
12/20/2011,DTW,540,626,14,0,"1,180"
12/20/2011,EWR,890,327,21,3,"1,241"
12/20/2011,IAH,828,677,25,1,"1,531"
12/20/2011,JFK,980,128,11,1,"1,120"
12/20/2011,LAS,889,260,72,1,"1,222"
12/20/2011,LAX,"1,393",317,48,7,"1,765"
12/20/2011,LGA,681,412,9,0,"1,102"
12/20/2011,MCO,815,47,25,0,887
12/20/2011,MIA,981,184,44,3,"1,212"
12/20/2011,MSP,787,375,36,14,"1,212"
12/20/2011,ORD,"1,410",960,16,0,"2,386"
12/20/2011,PHL,836,491,53,0,"1,380"
12/20/2011,PHX,"1,106",200,52,13,"1,371"
12/20/2011,SEA,843,43,0,1,887
12/20/2011,SFO,826,292,42,4,"1,164"
Sub-Total for 12/20/2011,,"20,208","7,623",623,60,"28,514"
12/21/2011,ATL,"2,024",520,7,0,"2,551"
12/21/2011,BOS,708,181,27,2,918
12/21/2011,CLT,984,527,42,3,"1,556"
12/21/2011,DEN,"1,308",532,14,0,"1,854"
12/21/2011,DFW,"1,349",482,13,0,"1,844"
12/21/2011,DTW,559,615,16,0,"1,190"
12/21/2011,EWR,852,287,14,0,"1,153"
12/21/2011,IAH,880,680,24,0,"1,584"
12/21/2011,JFK,976,133,12,0,"1,121"
12/21/2011,LAS,902,249,85,7,"1,243"
12/21/2011,LAX,"1,411",317,56,5,"1,789"
12/21/2011,LGA,664,392,15,0,"1,071"
12/21/2011,MCO,837,48,54,1,940
12/21/2011,MIA,964,187,39,2,"1,192"
12/21/2011,MSP,789,379,37,19,"1,224"
12/21/2011,ORD,"1,429",990,9,0,"2,428"
12/21/2011,PHL,769,389,24,0,"1,182"
12/21/2011,PHX,"1,137",198,53,11,"1,400"
12/21/2011,SEA,840,45,10,0,895
12/21/2011,SFO,866,272,34,5,"1,177"
Sub-Total for 12/21/2011,,"20,248","7,423",585,55,"28,312"
12/22/2011,ATL,"2,019",506,8,0,"2,533"
12/22/2011,BOS,734,194,24,0,952
12/22/2011,CLT,991,525,41,3,"1,560"
12/22/2011,DEN,"1,342",491,5,0,"1,838"
12/22/2011,DFW,"1,359",502,6,0,"1,867"
12/22/2011,DTW,554,627,15,0,"1,196"
12/22/2011,EWR,961,417,18,0,"1,396"
12/22/2011,IAH,890,683,14,1,"1,588"
12/22/2011,JFK,"1,049",134,14,0,"1,197"
12/22/2011,LAS,"1,004",223,101,4,"1,332"
12/22/2011,LAX,"1,441",343,67,13,"1,864"
12/22/2011,LGA,703,414,8,0,"1,125"
12/22/2011,MCO,872,45,42,3,962
12/22/2011,MIA,"1,005",185,52,2,"1,244"
12/22/2011,MSP,795,387,22,10,"1,214"
12/22/2011,ORD,"1,455","1,020",6,0,"2,481"
12/22/2011,PHL,898,521,38,1,"1,458"
12/22/2011,PHX,"1,202",192,60,7,"1,461"
12/22/2011,SEA,858,50,3,0,911
12/22/2011,SFO,853,281,29,6,"1,169"
Sub-Total for 12/22/2011,,"20,985","7,740",573,50,"29,348"
12/23/2011,ATL,"2,051",516,16,0,"2,583"
12/23/2011,BOS,732,175,3,2,912
12/23/2011,CLT,985,541,58,0,"1,584"
12/23/2011,DEN,"1,364",575,15,0,"1,954"
12/23/2011,DFW,"1,338",515,10,0,"1,863"
12/23/2011,DTW,552,637,7,0,"1,196"
12/23/2011,EWR,914,374,18,0,"1,306"
12/23/2011,IAH,893,691,10,1,"1,595"
12/23/2011,JFK,998,127,15,0,"1,140"
12/23/2011,LAS,975,244,98,0,"1,317"
12/23/2011,LAX,"1,423",346,59,9,"1,837"
12/23/2011,LGA,691,399,7,0,"1,097"
12/23/2011,MCO,898,46,37,0,981
12/23/2011,MIA,"1,004",198,52,0,"1,254"
12/23/2011,MSP,800,392,21,0,"1,213"
12/23/2011,ORD,"1,447","1,017",11,0,"2,475"
12/23/2011,PHL,823,522,22,0,"1,367"
12/23/2011,PHX,"1,194",205,34,4,"1,437"
12/23/2011,SEA,849,44,3,0,896
12/23/2011,SFO,862,272,31,8,"1,173"
Sub-Total for 12/23/2011,,"20,793","7,836",527,24,"29,180"
12/24/2011,ATL,"1,511",338,4,0,"1,853"
12/24/2011,BOS,568,135,8,0,711
12/24/2011,CLT,880,490,22,0,"1,392"
12/24/2011,DEN,"1,011",367,11,0,"1,389"
12/24/2011,DFW,990,379,3,0,"1,372"
12/24/2011,DTW,427,416,7,0,850
12/24/2011,EWR,691,237,12,0,940
12/24/2011,IAH,735,524,1,2,"1,262"
12/24/2011,JFK,941,125,4,1,"1,071"
12/24/2011,LAS,737,199,56,1,993
12/24/2011,LAX,"1,127",238,33,4,"1,402"
12/24/2011,LGA,450,98,4,0,552
12/24/2011,MCO,846,27,15,0,888
12/24/2011,MIA,897,145,45,0,"1,087"
12/24/2011,MSP,581,248,8,0,837
12/24/2011,ORD,"1,078",721,3,0,"1,802"
12/24/2011,PHL,635,437,14,0,"1,086"
12/24/2011,PHX,961,156,20,0,"1,139"
12/24/2011,SEA,717,33,4,0,754
12/24/2011,SFO,705,237,19,2,963
Sub-Total for 12/24/2011,,"16,488","5,550",293,10,"22,343"
12/25/2011,ATL,"1,420",250,6,0,"1,676"
12/25/2011,BOS,518,115,6,0,639
12/25/2011,CLT,798,439,14,0,"1,251"
12/25/2011,DEN,"1,019",356,3,0,"1,378"
12/25/2011,DFW,938,426,6,0,"1,370"
12/25/2011,DTW,399,407,0,0,806
12/25/2011,EWR,622,260,4,0,886
12/25/2011,IAH,757,572,6,0,"1,335"
12/25/2011,JFK,885,111,9,0,"1,005"
12/25/2011,LAS,763,183,21,0,967
12/25/2011,LAX,"1,115",264,26,1,"1,406"
12/25/2011,LGA,425,98,4,0,527
12/25/2011,MCO,754,22,6,0,782
12/25/2011,MIA,836,138,23,0,997
12/25/2011,MSP,585,251,3,0,839
12/25/2011,ORD,999,708,2,0,"1,709"
12/25/2011,PHL,539,368,11,0,918
12/25/2011,PHX,890,127,12,2,"1,031"
12/25/2011,SEA,643,26,0,0,669
12/25/2011,SFO,676,215,8,0,899
Sub-Total for 12/25/2011,,"15,581","5,336",170,3,"21,090"
12/26/2011,ATL,"1,950",491,13,0,"2,454"
12/26/2011,BOS,634,161,4,0,799
12/26/2011,CLT,955,590,34,0,"1,579"
12/26/2011,DEN,"1,298",534,37,0,"1,869"
12/26/2011,DFW,"1,174",470,13,0,"1,657"
12/26/2011,DTW,514,630,5,0,"1,149"
12/26/2011,EWR,778,347,5,0,"1,130"
12/26/2011,IAH,841,660,23,0,"1,524"
12/26/2011,JFK,948,135,10,0,"1,093"
12/26/2011,LAS,939,343,117,0,"1,399"
12/26/2011,LAX,"1,336",346,55,6,"1,743"
12/26/2011,LGA,625,208,10,0,843
12/26/2011,MCO,835,40,53,0,928
12/26/2011,MIA,884,198,80,0,"1,162"
12/26/2011,MSP,739,355,22,0,"1,116"
12/26/2011,ORD,"1,337","1,021",6,0,"2,364"
12/26/2011,PHL,736,524,34,0,"1,294"
12/26/2011,PHX,"1,093",160,39,1,"1,294"
12/26/2011,SEA,807,28,11,0,846
12/26/2011,SFO,808,247,24,1,"1,080"
Sub-Total for 12/26/2011,,"19,231","7,488",595,8,"27,323"
12/27/2011,ATL,"1,976",488,18,0,"2,482"
12/27/2011,BOS,672,149,7,0,828
12/27/2011,CLT,966,589,35,0,"1,590"
12/27/2011,DEN,"1,333",577,16,0,"1,926"
12/27/2011,DFW,"1,281",458,9,0,"1,748"
12/27/2011,DTW,526,612,8,0,"1,146"
12/27/2011,EWR,785,288,3,0,"1,076"
12/27/2011,IAH,859,680,14,0,"1,553"
12/27/2011,JFK,889,108,8,0,"1,005"
12/27/2011,LAS,897,372,114,2,"1,385"
12/27/2011,LAX,"1,346",334,62,3,"1,745"
12/27/2011,LGA,626,212,8,1,847
12/27/2011,MCO,842,42,44,0,928
12/27/2011,MIA,888,194,65,0,"1,147"
12/27/2011,MSP,765,385,19,7,"1,176"
12/27/2011,ORD,"1,372",980,3,0,"2,355"
12/27/2011,PHL,755,460,30,6,"1,251"
12/27/2011,PHX,"1,152",186,47,1,"1,386"
12/27/2011,SEA,831,40,9,0,880
12/27/2011,SFO,863,276,25,4,"1,168"
Sub-Total for 12/27/2011,,"19,624","7,430",544,24,"27,622"
12/28/2011,ATL,"2,009",518,20,0,"2,547"
12/28/2011,BOS,697,152,12,2,863
12/28/2011,CLT,984,618,63,0,"1,665"
12/28/2011,DEN,"1,328",567,13,0,"1,908"
12/28/2011,DFW,"1,304",484,7,0,"1,795"
12/28/2011,DTW,552,631,19,0,"1,202"
12/28/2011,EWR,896,384,10,0,"1,290"
12/28/2011,IAH,873,671,28,0,"1,572"
12/28/2011,JFK,"1,026",136,17,0,"1,179"
12/28/2011,LAS,935,411,119,2,"1,467"
12/28/2011,LAX,"1,404",328,38,9,"1,779"
12/28/2011,LGA,656,215,5,1,877
12/28/2011,MCO,881,43,39,0,963
12/28/2011,MIA,939,196,49,5,"1,189"
12/28/2011,MSP,785,387,18,15,"1,205"
12/28/2011,ORD,"1,376",992,4,0,"2,372"
12/28/2011,PHL,822,524,27,0,"1,373"
12/28/2011,PHX,"1,176",199,44,8,"1,427"
12/28/2011,SEA,852,42,2,0,896
