Date,Facility,Air_Carrier,Air_Taxi,General_Aviation,Military,Total operation
12/28/2011,SFO,873,283,23,6,"1,185"
Sub-Total for 12/28/2011,,"20,368","7,781",557,48,"28,754"
12/29/2011,ATL,"2,015",520,5,0,"2,540"
12/29/2011,BOS,677,168,12,3,860
12/29/2011,CLT,982,591,49,0,"1,622"
12/29/2011,DEN,"1,328",558,10,0,"1,896"
12/29/2011,DFW,"1,316",504,3,1,"1,824"
12/29/2011,DTW,533,638,3,0,"1,174"
12/29/2011,EWR,879,374,14,0,"1,267"
12/29/2011,IAH,852,586,11,0,"1,449"
12/29/2011,JFK,977,132,19,2,"1,130"
12/29/2011,LAS,979,407,141,15,"1,542"
12/29/2011,LAX,"1,395",309,51,9,"1,764"
12/29/2011,LGA,639,215,20,0,874
12/29/2011,MCO,854,45,50,0,949
12/29/2011,MIA,948,204,34,4,"1,190"
12/29/2011,MSP,792,381,13,11,"1,197"
12/29/2011,ORD,"1,372","1,018",6,0,"2,396"
12/29/2011,PHL,793,529,20,2,"1,344"
12/29/2011,PHX,"1,122",219,38,8,"1,387"
12/29/2011,SEA,824,43,9,0,876
12/29/2011,SFO,806,217,8,8,"1,039"
Sub-Total for 12/29/2011,,"20,083","7,658",516,63,"28,320"
12/30/2011,ATL,"2,001",513,13,2,"2,529"
12/30/2011,BOS,660,144,15,1,820
12/30/2011,CLT,972,590,36,0,"1,598"
12/30/2011,DEN,"1,313",551,9,0,"1,873"
12/30/2011,DFW,"1,139",499,7,0,"1,645"
12/30/2011,DTW,535,631,11,0,"1,177"
12/30/2011,EWR,852,363,16,0,"1,231"
12/30/2011,IAH,872,676,23,0,"1,571"
12/30/2011,JFK,964,131,11,0,"1,106"
12/30/2011,LAS,975,475,199,1,"1,650"
12/30/2011,LAX,"1,356",222,32,1,"1,611"
12/30/2011,LGA,617,212,6,0,835
12/30/2011,MCO,866,51,66,0,983
12/30/2011,MIA,967,199,46,2,"1,214"
12/30/2011,MSP,770,364,9,0,"1,143"
12/30/2011,ORD,"1,351","1,027",3,0,"2,381"
12/30/2011,PHL,786,528,16,1,"1,331"
12/30/2011,PHX,"1,142",191,43,3,"1,379"
12/30/2011,SEA,836,38,3,0,877
12/30/2011,SFO,849,212,26,5,"1,092"
Sub-Total for 12/30/2011,,"19,823","7,617",590,16,"28,046"
12/31/2011,ATL,"1,483",358,20,0,"1,861"
12/31/2011,BOS,555,111,5,0,671
12/31/2011,CLT,875,498,34,0,"1,407"
12/31/2011,DEN,978,304,10,0,"1,292"
12/31/2011,DFW,"1,004",365,11,0,"1,380"
12/31/2011,DTW,423,407,4,0,834
12/31/2011,EWR,693,232,3,0,928
12/31/2011,IAH,723,395,11,0,"1,129"
12/31/2011,JFK,923,121,8,0,"1,052"
12/31/2011,LAS,757,370,106,84,"1,317"
12/31/2011,LAX,"1,203",232,21,6,"1,462"
12/31/2011,LGA,449,89,14,0,552
12/31/2011,MCO,853,26,28,0,907
12/31/2011,MIA,879,144,36,0,"1,059"
12/31/2011,MSP,581,235,6,0,822
12/31/2011,ORD,"1,101",705,8,0,"1,814"
12/31/2011,PHL,631,432,22,0,"1,085"
12/31/2011,PHX,959,162,27,2,"1,150"
12/31/2011,SEA,729,31,6,0,766
12/31/2011,SFO,728,240,23,3,994
Sub-Total for 12/31/2011,,"16,527","5,457",403,95,"22,482"
01/01/2012,ATL,"1,472",296,6,0,"1,774"
01/01/2012,BOS,548,143,9,0,700
01/01/2012,CLT,844,475,41,0,"1,360"
01/01/2012,DEN,"1,173",485,7,0,"1,665"
01/01/2012,DFW,"1,118",426,12,0,"1,556"
01/01/2012,DTW,430,411,5,0,846
01/01/2012,EWR,695,278,8,0,981
01/01/2012,IAH,778,612,7,2,"1,399"
01/01/2012,JFK,911,113,8,0,"1,032"
01/01/2012,LAS,823,429,173,11,"1,436"
01/01/2012,LAX,"1,196",281,53,2,"1,532"
01/01/2012,LGA,479,139,12,0,630
01/01/2012,MCO,773,30,29,0,832
01/01/2012,MIA,861,145,71,2,"1,079"
01/01/2012,MSP,613,257,12,1,883
01/01/2012,ORD,"1,198",815,10,0,"2,023"
01/01/2012,PHL,645,537,41,0,"1,223"
01/01/2012,PHX,970,153,40,2,"1,165"
01/01/2012,SEA,704,29,6,0,739
01/01/2012,SFO,755,272,28,3,"1,058"
Sub-Total for 01/01/2012,,"16,986","6,326",578,23,"23,913"
01/02/2012,ATL,"1,957",501,17,0,"2,475"
01/02/2012,BOS,652,177,16,0,845
01/02/2012,CLT,962,528,36,0,"1,526"
01/02/2012,DEN,"1,301",542,26,0,"1,869"
01/02/2012,DFW,"1,281",466,18,0,"1,765"
01/02/2012,DTW,525,613,10,0,"1,148"
01/02/2012,EWR,798,297,24,0,"1,119"
01/02/2012,IAH,861,677,28,0,"1,566"
01/02/2012,JFK,971,124,21,0,"1,116"
01/02/2012,LAS,949,397,243,1,"1,590"
01/02/2012,LAX,"1,371",319,107,2,"1,799"
01/02/2012,LGA,632,229,20,0,881
01/02/2012,MCO,843,36,62,0,941
01/02/2012,MIA,936,191,99,0,"1,226"
01/02/2012,MSP,750,356,20,0,"1,126"
01/02/2012,ORD,"1,389",998,12,0,"2,399"
01/02/2012,PHL,718,548,48,4,"1,318"
01/02/2012,PHX,"1,132",170,67,2,"1,371"
01/02/2012,SEA,819,33,14,3,869
01/02/2012,SFO,842,293,36,2,"1,173"
Sub-Total for 01/02/2012,,"19,689","7,495",924,14,"28,122"
01/03/2012,ATL,"2,002",507,9,0,"2,518"
01/03/2012,BOS,678,191,24,2,895
01/03/2012,CLT,955,560,56,2,"1,573"
01/03/2012,DEN,"1,204",475,7,0,"1,686"
01/03/2012,DFW,"1,264",470,10,0,"1,744"
01/03/2012,DTW,534,633,0,0,"1,167"
01/03/2012,EWR,787,352,12,0,"1,151"
01/03/2012,IAH,755,550,35,0,"1,340"
01/03/2012,JFK,949,134,16,0,"1,099"
01/03/2012,LAS,903,367,125,2,"1,397"
01/03/2012,LAX,"1,322",269,81,1,"1,673"
01/03/2012,LGA,637,216,10,0,863
01/03/2012,MCO,830,39,57,0,926
01/03/2012,MIA,927,182,66,0,"1,175"
01/03/2012,MSP,758,367,29,3,"1,157"
01/03/2012,ORD,"1,324",922,3,0,"2,249"
01/03/2012,PHL,751,501,30,5,"1,287"
01/03/2012,PHX,"1,137",213,90,2,"1,442"
01/03/2012,SEA,791,33,9,3,836
01/03/2012,SFO,835,220,36,0,"1,091"
Sub-Total for 01/03/2012,,"19,343","7,201",705,20,"27,269"
01/04/2012,ATL,"2,024",497,20,0,"2,541"
01/04/2012,BOS,723,184,18,2,927
01/04/2012,CLT,990,503,45,6,"1,544"
01/04/2012,DEN,"1,131",478,8,0,"1,617"
01/04/2012,DFW,"1,275",485,5,0,"1,765"
01/04/2012,DTW,519,659,6,0,"1,184"
01/04/2012,EWR,810,375,10,0,"1,195"
01/04/2012,IAH,754,540,31,2,"1,327"
01/04/2012,JFK,938,127,17,0,"1,082"
01/04/2012,LAS,907,400,116,2,"1,425"
01/04/2012,LAX,"1,286",274,76,9,"1,645"
01/04/2012,LGA,698,219,19,0,936
01/04/2012,MCO,770,45,47,0,862
01/04/2012,MIA,937,189,42,3,"1,171"
01/04/2012,MSP,734,394,34,7,"1,169"
01/04/2012,ORD,"1,329",927,8,0,"2,264"
01/04/2012,PHL,741,503,30,2,"1,276"
01/04/2012,PHX,"1,047",211,68,6,"1,332"
01/04/2012,SEA,774,36,6,0,816
01/04/2012,SFO,828,264,38,19,"1,149"
Sub-Total for 01/04/2012,,"19,215","7,310",644,58,"27,227"
01/05/2012,ATL,"2,022",512,18,0,"2,552"
01/05/2012,BOS,724,194,26,0,944
01/05/2012,CLT,995,486,58,6,"1,545"
01/05/2012,DEN,"1,187",534,6,0,"1,727"
01/05/2012,DFW,"1,308",498,29,0,"1,835"
01/05/2012,DTW,507,662,18,0,"1,187"
01/05/2012,EWR,838,368,16,0,"1,222"
01/05/2012,IAH,817,651,29,2,"1,499"
01/05/2012,JFK,963,130,15,0,"1,108"
01/05/2012,LAS,990,365,98,5,"1,458"
01/05/2012,LAX,"1,310",319,77,24,"1,730"
01/05/2012,LGA,718,216,19,0,953
01/05/2012,MCO,773,45,46,0,864
01/05/2012,MIA,939,198,71,4,"1,212"
01/05/2012,MSP,751,368,41,13,"1,173"
01/05/2012,ORD,"1,372","1,019",3,0,"2,394"
01/05/2012,PHL,761,511,40,5,"1,317"
01/05/2012,PHX,"1,021",206,71,6,"1,304"
01/05/2012,SEA,767,36,7,0,810
01/05/2012,SFO,840,249,52,18,"1,159"
Sub-Total for 01/05/2012,,"19,603","7,567",740,83,"27,993"
01/06/2012,ATL,"2,030",512,23,2,"2,567"
01/06/2012,BOS,734,207,24,0,965
01/06/2012,CLT,995,487,78,7,"1,567"
01/06/2012,DEN,"1,168",546,6,0,"1,720"
01/06/2012,DFW,"1,268",513,15,0,"1,796"
01/06/2012,DTW,496,682,11,0,"1,189"
01/06/2012,EWR,825,374,14,2,"1,215"
01/06/2012,IAH,806,648,16,0,"1,470"
01/06/2012,JFK,944,133,20,0,"1,097"
01/06/2012,LAS,980,342,113,19,"1,454"
01/06/2012,LAX,"1,305",319,45,7,"1,676"
01/06/2012,LGA,736,229,10,0,975
01/06/2012,MCO,772,44,52,0,868
01/06/2012,MIA,930,174,49,4,"1,157"
01/06/2012,MSP,741,365,31,14,"1,151"
01/06/2012,ORD,"1,384","1,023",20,0,"2,427"
01/06/2012,PHL,738,516,25,0,"1,279"
01/06/2012,PHX,"1,027",187,52,8,"1,274"
01/06/2012,SEA,759,38,5,0,802
01/06/2012,SFO,843,259,25,15,"1,142"
Sub-Total for 01/06/2012,,"19,481","7,598",634,78,"27,791"
01/07/2012,ATL,"1,739",359,13,0,"2,111"
01/07/2012,BOS,541,136,15,1,693
01/07/2012,CLT,874,450,25,0,"1,349"
01/07/2012,DEN,950,354,6,1,"1,311"
01/07/2012,DFW,"1,115",410,18,0,"1,543"
01/07/2012,DTW,379,452,8,0,839
01/07/2012,EWR,672,208,7,0,887
01/07/2012,IAH,701,465,18,0,"1,184"
01/07/2012,JFK,895,125,11,0,"1,031"
01/07/2012,LAS,770,307,95,9,"1,181"
01/07/2012,LAX,"1,139",239,52,7,"1,437"
01/07/2012,LGA,494,78,8,0,580
01/07/2012,MCO,759,38,35,0,832
01/07/2012,MIA,897,154,61,0,"1,112"
01/07/2012,MSP,595,244,9,3,851
01/07/2012,ORD,"1,093",715,21,0,"1,829"
01/07/2012,PHL,568,421,10,0,999
01/07/2012,PHX,887,147,39,8,"1,081"
01/07/2012,SEA,652,24,11,0,687
01/07/2012,SFO,726,195,25,4,950
Sub-Total for 01/07/2012,,"16,446","5,521",487,33,"22,487"
01/08/2012,ATL,"1,935",481,9,1,"2,426"
01/08/2012,BOS,628,178,23,1,830
01/08/2012,CLT,954,442,26,7,"1,429"
01/08/2012,DEN,"1,101",462,6,0,"1,569"
01/08/2012,DFW,"1,227",418,14,0,"1,659"
01/08/2012,DTW,448,579,19,0,"1,046"
01/08/2012,EWR,735,311,15,1,"1,062"
01/08/2012,IAH,774,592,17,0,"1,383"
01/08/2012,JFK,918,133,9,0,"1,060"
01/08/2012,LAS,912,287,129,11,"1,339"
01/08/2012,LAX,"1,246",306,39,2,"1,593"
01/08/2012,LGA,621,282,9,0,912
01/08/2012,MCO,747,30,43,0,820
01/08/2012,MIA,907,150,36,4,"1,097"
01/08/2012,MSP,675,276,19,7,977
01/08/2012,ORD,"1,290",874,11,0,"2,175"
01/08/2012,PHL,623,466,18,0,"1,107"
01/08/2012,PHX,970,135,28,5,"1,138"
01/08/2012,SEA,718,21,8,0,747
01/08/2012,SFO,795,247,47,10,"1,099"
Sub-Total for 01/08/2012,,"18,224","6,670",525,49,"25,468"
01/09/2012,ATL,"2,004",513,8,2,"2,527"
01/09/2012,BOS,713,196,28,2,939
01/09/2012,CLT,862,424,44,0,"1,330"
01/09/2012,DEN,"1,172",524,7,0,"1,703"
01/09/2012,DFW,"1,253",471,3,0,"1,727"
01/09/2012,DTW,482,705,25,0,"1,212"
01/09/2012,EWR,790,346,32,0,"1,168"
01/09/2012,IAH,794,541,16,2,"1,353"
01/09/2012,JFK,927,127,10,0,"1,064"
01/09/2012,LAS,930,339,178,5,"1,452"
01/09/2012,LAX,"1,236",303,52,17,"1,608"
01/09/2012,LGA,745,388,17,0,"1,150"
01/09/2012,MCO,730,29,42,0,801
01/09/2012,MIA,883,195,60,4,"1,142"
01/09/2012,MSP,737,361,24,6,"1,128"
01/09/2012,ORD,"1,356","1,042",16,2,"2,416"
01/09/2012,PHL,679,491,42,0,"1,212"
01/09/2012,PHX,998,186,58,8,"1,250"
01/09/2012,SEA,739,33,2,0,774
01/09/2012,SFO,824,260,51,17,"1,152"
Sub-Total for 01/09/2012,,"18,854","7,474",715,65,"27,108"
01/10/2012,ATL,"1,964",473,27,0,"2,464"
01/10/2012,BOS,706,191,33,2,932
01/10/2012,CLT,855,440,63,3,"1,361"
01/10/2012,DEN,"1,074",472,5,2,"1,553"
01/10/2012,DFW,"1,227",473,8,0,"1,708"
01/10/2012,DTW,442,630,45,0,"1,117"
01/10/2012,EWR,789,377,13,4,"1,183"
01/10/2012,IAH,725,531,32,0,"1,288"
01/10/2012,JFK,876,128,16,0,"1,020"
01/10/2012,LAS,855,298,218,3,"1,374"
01/10/2012,LAX,"1,212",273,64,11,"1,560"
01/10/2012,LGA,710,391,24,1,"1,126"
01/10/2012,MCO,703,36,37,0,776
01/10/2012,MIA,906,182,72,3,"1,163"
01/10/2012,MSP,698,362,48,7,"1,115"
01/10/2012,ORD,"1,315",915,18,1,"2,249"
01/10/2012,PHL,676,493,32,0,"1,201"
01/10/2012,PHX,986,196,71,9,"1,262"
01/10/2012,SEA,733,39,12,2,786
01/10/2012,SFO,787,259,56,12,"1,114"
Sub-Total for 01/10/2012,,"18,239","7,159",894,60,"26,352"
01/11/2012,ATL,"1,984",506,6,1,"2,497"
01/11/2012,BOS,708,203,49,1,961
01/11/2012,CLT,977,487,71,2,"1,537"
01/11/2012,DEN,"1,075",458,3,0,"1,536"
01/11/2012,DFW,"1,256",473,18,4,"1,751"
01/11/2012,DTW,471,665,30,0,"1,166"
01/11/2012,EWR,783,368,25,3,"1,179"
01/11/2012,IAH,740,542,45,0,"1,327"
01/11/2012,JFK,872,132,15,0,"1,019"
01/11/2012,LAS,855,308,225,1,"1,389"
01/11/2012,LAX,"1,245",283,47,8,"1,583"
01/11/2012,LGA,724,409,10,0,"1,143"
01/11/2012,MCO,709,37,42,0,788
01/11/2012,MIA,912,183,74,5,"1,174"
01/11/2012,MSP,703,371,27,10,"1,111"
01/11/2012,ORD,"1,331",949,27,0,"2,307"
01/11/2012,PHL,682,492,36,5,"1,215"
01/11/2012,PHX,994,193,57,7,"1,251"
01/11/2012,SEA,734,39,18,0,791
01/11/2012,SFO,801,273,63,7,"1,144"
Sub-Total for 01/11/2012,,"18,556","7,371",888,54,"26,869"
01/12/2012,ATL,"2,016",513,15,0,"2,544"
01/12/2012,BOS,704,140,27,1,872
01/12/2012,CLT,980,481,65,6,"1,532"
01/12/2012,DEN,"1,173",547,16,0,"1,736"
01/12/2012,DFW,"1,281",495,31,0,"1,807"
01/12/2012,DTW,493,660,24,1,"1,178"
01/12/2012,EWR,789,358,19,0,"1,166"
01/12/2012,IAH,810,655,39,0,"1,504"
01/12/2012,JFK,918,143,17,0,"1,078"
01/12/2012,LAS,960,364,225,3,"1,552"
01/12/2012,LAX,"1,295",326,70,9,"1,700"
01/12/2012,LGA,690,351,13,2,"1,056"
01/12/2012,MCO,741,41,59,2,843
01/12/2012,MIA,927,177,63,4,"1,171"
01/12/2012,MSP,722,367,44,4,"1,137"
01/12/2012,ORD,"1,204",766,22,1,"1,993"
01/12/2012,PHL,682,415,30,1,"1,128"
01/12/2012,PHX,"1,019",196,76,3,"1,294"
01/12/2012,SEA,740,36,8,0,784
01/12/2012,SFO,840,263,60,15,"1,178"
Sub-Total for 01/12/2012,,"18,984","7,294",923,52,"27,253"
01/13/2012,ATL,"2,008",508,21,0,"2,537"
01/13/2012,BOS,739,147,27,0,913
01/13/2012,CLT,991,483,62,1,"1,537"
01/13/2012,DEN,"1,176",552,7,0,"1,735"
01/13/2012,DFW,"1,254",502,7,2,"1,765"
01/13/2012,DTW,493,641,13,2,"1,149"
01/13/2012,EWR,776,329,23,0,"1,128"
01/13/2012,IAH,814,658,42,0,"1,514"
01/13/2012,JFK,932,134,21,0,"1,087"
01/13/2012,LAS,955,385,218,7,"1,565"
01/13/2012,LAX,"1,284",337,79,5,"1,705"
01/13/2012,LGA,699,344,11,0,"1,054"
01/13/2012,MCO,757,48,55,0,860
01/13/2012,MIA,941,187,83,5,"1,216"
01/13/2012,MSP,736,376,18,1,"1,131"
01/13/2012,ORD,"1,383","1,002",25,0,"2,410"
01/13/2012,PHL,704,456,41,3,"1,204"
01/13/2012,PHX,"1,031",188,54,9,"1,282"
01/13/2012,SEA,747,38,15,0,800
01/13/2012,SFO,843,266,63,9,"1,181"
Sub-Total for 01/13/2012,,"19,263","7,581",885,44,"27,773"
01/14/2012,ATL,"1,696",352,15,0,"2,063"
01/14/2012,BOS,536,154,18,2,710
01/14/2012,CLT,876,449,34,0,"1,359"
01/14/2012,DEN,889,351,6,0,"1,246"
01/14/2012,DFW,"1,096",409,11,0,"1,516"
01/14/2012,DTW,360,479,13,0,852
01/14/2012,EWR,653,217,11,0,881
01/14/2012,IAH,707,476,10,0,"1,193"
01/14/2012,JFK,878,126,15,0,"1,019"
01/14/2012,LAS,735,336,91,2,"1,164"
01/14/2012,LAX,"1,117",237,49,5,"1,408"
01/14/2012,LGA,485,90,7,0,582
01/14/2012,MCO,770,26,32,0,828
01/14/2012,MIA,910,140,33,4,"1,087"
01/14/2012,MSP,589,248,8,2,847
01/14/2012,ORD,"1,092",711,5,1,"1,809"
01/14/2012,PHL,554,418,3,0,975
01/14/2012,PHX,865,147,27,1,"1,040"
01/14/2012,SEA,619,24,2,0,645
01/14/2012,SFO,722,216,64,6,"1,008"
Sub-Total for 01/14/2012,,"16,149","5,606",454,23,"22,232"
01/15/2012,ATL,"1,806",381,13,2,"2,202"
01/15/2012,BOS,595,163,14,0,772
01/15/2012,CLT,952,437,33,0,"1,422"
01/15/2012,DEN,"1,087",464,7,0,"1,558"
01/15/2012,DFW,"1,193",458,4,0,"1,655"
01/15/2012,DTW,403,484,4,0,891
01/15/2012,EWR,712,300,10,0,"1,022"
01/15/2012,IAH,768,595,16,0,"1,379"
01/15/2012,JFK,888,118,19,0,"1,025"
01/15/2012,LAS,898,305,122,6,"1,331"
01/15/2012,LAX,"1,197",295,27,7,"1,526"
01/15/2012,LGA,565,274,11,0,850
01/15/2012,MCO,738,32,43,0,813
01/15/2012,MIA,905,135,58,0,"1,098"
01/15/2012,MSP,646,246,9,1,902
01/15/2012,ORD,"1,277",861,11,0,"2,149"
01/15/2012,PHL,620,448,19,0,"1,087"
01/15/2012,PHX,963,145,46,7,"1,161"
01/15/2012,SEA,681,30,0,0,711
01/15/2012,SFO,791,213,29,2,"1,035"
Sub-Total for 01/15/2012,,"17,685","6,384",495,25,"24,589"
01/16/2012,ATL,"1,984",470,17,0,"2,471"
01/16/2012,BOS,696,202,28,0,926
01/16/2012,CLT,859,407,40,0,"1,306"
01/16/2012,DEN,"1,163",522,14,0,"1,699"
01/16/2012,DFW,"1,243",494,16,0,"1,753"
01/16/2012,DTW,454,598,11,2,"1,065"
01/16/2012,EWR,792,365,19,1,"1,177"
01/16/2012,IAH,800,634,45,0,"1,479"
01/16/2012,JFK,900,134,14,4,"1,052"
01/16/2012,LAS,892,306,122,2,"1,322"
01/16/2012,LAX,"1,224",306,58,4,"1,592"
01/16/2012,LGA,698,408,13,1,"1,120"
01/16/2012,MCO,727,43,47,5,822
01/16/2012,MIA,872,191,60,5,"1,128"
01/16/2012,MSP,734,341,33,1,"1,109"
01/16/2012,ORD,"1,377","1,029",31,0,"2,437"
01/16/2012,PHL,678,481,43,5,"1,207"
01/16/2012,PHX,"1,002",172,42,6,"1,222"
01/16/2012,SEA,722,30,4,0,756
01/16/2012,SFO,828,247,31,4,"1,110"
Sub-Total for 01/16/2012,,"18,645","7,380",688,40,"26,753"
01/17/2012,ATL,"1,943",470,25,2,"2,440"
01/17/2012,BOS,691,179,33,0,903
01/17/2012,CLT,855,416,79,1,"1,351"
01/17/2012,DEN,"1,063",482,14,0,"1,559"
01/17/2012,DFW,"1,245",484,15,0,"1,744"
01/17/2012,DTW,430,615,6,0,"1,051"
01/17/2012,EWR,753,357,23,0,"1,133"
01/17/2012,IAH,726,524,34,0,"1,284"
01/17/2012,JFK,864,137,15,0,"1,016"
01/17/2012,LAS,833,242,108,0,"1,183"
01/17/2012,LAX,"1,227",266,32,11,"1,536"
01/17/2012,LGA,695,397,7,1,"1,100"
01/17/2012,MCO,696,40,34,1,771
01/17/2012,MIA,883,168,43,9,"1,103"
01/17/2012,MSP,684,361,30,0,"1,075"
01/17/2012,ORD,"1,266",867,19,0,"2,152"
01/17/2012,PHL,675,476,34,0,"1,185"
01/17/2012,PHX,989,181,71,17,"1,259"
01/17/2012,SEA,714,36,7,0,757
01/17/2012,SFO,788,242,32,16,"1,078"
Sub-Total for 01/17/2012,,"18,020","6,940",661,58,"25,680"
01/18/2012,ATL,"1,980",487,24,0,"2,491"
01/18/2012,BOS,697,183,44,2,926
01/18/2012,CLT,982,482,106,7,"1,577"
01/18/2012,DEN,"1,082",470,13,0,"1,565"
01/18/2012,DFW,"1,252",465,31,1,"1,749"
01/18/2012,DTW,460,663,21,0,"1,144"
01/18/2012,EWR,781,354,25,0,"1,160"
01/18/2012,IAH,751,532,61,2,"1,346"
01/18/2012,JFK,856,143,20,1,"1,020"
01/18/2012,LAS,845,260,118,3,"1,226"
01/18/2012,LAX,"1,243",287,47,7,"1,584"
01/18/2012,LGA,721,391,11,0,"1,123"
01/18/2012,MCO,708,39,48,3,798
01/18/2012,MIA,906,175,65,8,"1,154"
01/18/2012,MSP,708,370,40,2,"1,120"
01/18/2012,ORD,"1,336",928,25,0,"2,289"
01/18/2012,PHL,679,474,30,8,"1,191"
01/18/2012,PHX,980,203,65,5,"1,253"
01/18/2012,SEA,566,22,8,0,596
01/18/2012,SFO,800,232,35,11,"1,078"
Sub-Total for 01/18/2012,,"18,333","7,160",837,60,"26,390"
01/19/2012,ATL,"2,000",514,29,0,"2,543"
01/19/2012,BOS,712,194,42,1,949
01/19/2012,CLT,995,485,95,4,"1,579"
01/19/2012,DEN,"1,164",535,5,0,"1,704"
01/19/2012,DFW,"1,275",500,21,0,"1,796"
01/19/2012,DTW,480,682,18,0,"1,180"
01/19/2012,EWR,820,375,26,2,"1,223"
01/19/2012,IAH,820,653,43,0,"1,516"
01/19/2012,JFK,904,144,25,6,"1,079"
01/19/2012,LAS,934,293,125,0,"1,352"
01/19/2012,LAX,"1,274",333,79,11,"1,697"
01/19/2012,LGA,745,402,19,1,"1,167"
01/19/2012,MCO,743,47,49,3,842
01/19/2012,MIA,914,199,66,7,"1,186"
01/19/2012,MSP,748,375,53,3,"1,179"
01/19/2012,ORD,"1,363","1,016",21,0,"2,400"
01/19/2012,PHL,715,496,33,0,"1,244"
01/19/2012,PHX,994,204,90,6,"1,294"
01/19/2012,SEA,220,12,7,0,239
01/19/2012,SFO,771,206,33,9,"1,019"
Sub-Total for 01/19/2012,,"18,591","7,665",879,53,"27,188"
01/20/2012,ATL,"1,994",509,35,2,"2,540"
01/20/2012,BOS,719,205,48,2,974
01/20/2012,CLT,977,486,88,1,"1,552"
01/20/2012,DEN,"1,151",535,6,0,"1,692"
01/20/2012,DFW,"1,241",513,14,0,"1,768"
01/20/2012,DTW,471,645,14,0,"1,130"
01/20/2012,EWR,793,363,25,1,"1,182"
01/20/2012,IAH,795,653,30,1,"1,479"
01/20/2012,JFK,908,133,19,4,"1,064"
01/20/2012,LAS,922,368,179,1,"1,470"
01/20/2012,LAX,"1,238",332,47,9,"1,626"
01/20/2012,LGA,682,393,22,0,"1,097"
01/20/2012,MCO,730,39,51,5,825
01/20/2012,MIA,925,210,77,2,"1,214"
01/20/2012,MSP,696,379,27,2,"1,104"
01/20/2012,ORD,"1,061",582,12,0,"1,655"
01/20/2012,PHL,697,489,47,0,"1,233"
01/20/2012,PHX,998,189,59,17,"1,263"
01/20/2012,SEA,645,43,8,0,696
01/20/2012,SFO,723,140,27,6,896
Sub-Total for 01/20/2012,,"18,366","7,206",835,53,"26,460"
01/21/2012,ATL,"1,612",350,15,1,"1,978"
01/21/2012,BOS,520,71,19,0,610
01/21/2012,CLT,865,449,14,0,"1,328"
01/21/2012,DEN,897,352,8,0,"1,257"
01/21/2012,DFW,"1,062",398,11,0,"1,471"
01/21/2012,DTW,372,444,8,4,828
01/21/2012,EWR,593,140,8,1,742
01/21/2012,IAH,694,462,16,0,"1,172"
01/21/2012,JFK,809,95,1,0,905
01/21/2012,LAS,736,138,128,5,"1,007"
01/21/2012,LAX,"1,125",238,40,6,"1,409"
01/21/2012,LGA,389,58,7,0,454
01/21/2012,MCO,744,24,30,0,798
01/21/2012,MIA,898,123,43,1,"1,065"
01/21/2012,MSP,604,234,11,0,849
01/21/2012,ORD,"1,052",686,21,0,"1,759"
01/21/2012,PHL,498,296,5,0,799
01/21/2012,PHX,873,134,22,17,"1,046"
01/21/2012,SEA,643,31,3,0,677
01/21/2012,SFO,777,201,30,6,"1,014"
Sub-Total for 01/21/2012,,"15,763","4,924",440,41,"21,168"
01/22/2012,ATL,"1,898",473,8,0,"2,379"
01/22/2012,BOS,609,178,33,1,821
01/22/2012,CLT,941,444,31,5,"1,421"
01/22/2012,DEN,"1,079",467,14,0,"1,560"
01/22/2012,DFW,"1,186",380,11,1,"1,578"
01/22/2012,DTW,446,542,4,0,992
01/22/2012,EWR,722,302,10,1,"1,035"
01/22/2012,IAH,764,580,24,2,"1,370"
01/22/2012,JFK,887,129,9,0,"1,025"
01/22/2012,LAS,897,325,117,6,"1,345"
01/22/2012,LAX,"1,209",316,43,1,"1,569"
01/22/2012,LGA,621,287,15,0,923
01/22/2012,MCO,742,36,49,2,829
01/22/2012,MIA,882,148,61,5,"1,096"
01/22/2012,MSP,663,269,15,2,949
01/22/2012,ORD,"1,247",691,8,0,"1,946"
01/22/2012,PHL,633,470,16,0,"1,119"
01/22/2012,PHX,965,136,47,14,"1,162"
01/22/2012,SEA,693,36,5,0,734
01/22/2012,SFO,707,171,41,9,928
Sub-Total for 01/22/2012,,"17,791","6,380",561,49,"24,781"
01/23/2012,ATL,"1,996",493,25,0,"2,514"
01/23/2012,BOS,690,185,25,0,900
01/23/2012,CLT,848,364,47,1,"1,260"
01/23/2012,DEN,"1,171",523,5,0,"1,699"
01/23/2012,DFW,"1,256",488,21,0,"1,765"
01/23/2012,DTW,478,654,10,0,"1,142"
01/23/2012,EWR,740,301,12,0,"1,053"
01/23/2012,IAH,813,639,38,0,"1,490"
01/23/2012,JFK,915,132,5,0,"1,052"
01/23/2012,LAS,935,191,117,0,"1,243"
01/23/2012,LAX,"1,222",321,73,12,"1,628"
01/23/2012,LGA,702,349,13,0,"1,064"
01/23/2012,MCO,718,35,39,1,793
01/23/2012,MIA,883,181,48,3,"1,115"
01/23/2012,MSP,722,354,45,6,"1,127"
01/23/2012,ORD,"1,347",992,15,0,"2,354"
01/23/2012,PHL,631,386,24,0,"1,041"
01/23/2012,PHX,"1,010",187,52,4,"1,253"
01/23/2012,SEA,724,37,7,0,768
01/23/2012,SFO,847,181,34,10,"1,072"
Sub-Total for 01/23/2012,,"18,648","6,993",655,37,"26,333"
01/24/2012,ATL,"1,955",477,37,2,"2,471"
01/24/2012,BOS,705,194,40,0,939
