Facility,Date,Name,State,Region,Type,Class,Tower_Operations,TRACON_Operations,Total_Operations
LAS,12/16/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1392,,1392
LAS,12/17/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1315,,1315
LAS,12/18/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1141,,1141
LAS,12/19/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1296,,1296
LAS,12/20/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1369,,1369
LAS,12/21/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1347,,1347
LAS,12/22/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1226,,1226
LAS,12/23/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1320,,1320
LAS,12/24/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1076,,1076
LAS,12/25/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,939,,939
LAS,12/26/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1424,,1424
LAS,12/27/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1533,,1533
LAS,12/28/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1555,,1555
LAS,12/29/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1389,,1389
LAS,12/30/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1496,,1496
LAS,12/31/2012,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1325,,1325
LAS,01/01/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1495,,1495
LAS,01/02/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1610,,1610
LAS,01/03/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1617,,1617
LAS,01/04/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1579,,1579
LAS,01/05/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1314,,1314
LAS,01/06/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1414,,1414
LAS,01/07/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1484,,1484
LAS,01/08/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1360,,1360
LAS,01/09/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1417,,1417
LAS,01/10/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1518,,1518
LAS,01/11/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1488,,1488
LAS,01/12/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1206,,1206
LAS,01/13/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1302,,1302
LAS,01/14/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1304,,1304
LAS,01/15/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1241,,1241
LAS,01/16/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1332,,1332
LAS,01/17/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1384,,1384
LAS,01/18/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1457,,1457
LAS,01/19/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1141,,1141
LAS,01/20/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1296,,1296
LAS,01/21/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1289,,1289
LAS,01/22/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1212,,1212
LAS,01/23/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1207,,1207
LAS,01/24/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1355,,1355
LAS,01/25/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1418,,1418
LAS,01/26/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,965,,965
LAS,01/27/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1351,,1351
LAS,01/28/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1293,,1293
LAS,01/29/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1168,,1168
LAS,01/30/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1225,,1225
LAS,01/31/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1369,,1369
LAS,02/01/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1467,,1467
LAS,02/02/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1176,,1176
LAS,02/03/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1255,,1255
LAS,02/04/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1456,,1456
LAS,02/05/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1232,,1232
LAS,02/06/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1318,,1318
LAS,02/07/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1449,,1449
LAS,02/08/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1393,,1393
LAS,02/09/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1111,,1111
LAS,02/10/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1375,,1375
LAS,02/11/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1373,,1373
LAS,02/12/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1325,,1325
LAS,02/13/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1380,,1380
LAS,02/14/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1569,,1569
LAS,02/15/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1538,,1538
LAS,02/16/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1212,,1212
LAS,02/17/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1399,,1399
LAS,02/18/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1486,,1486
LAS,02/19/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1338,,1338
LAS,02/20/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1216,,1216
LAS,02/21/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1559,,1559
LAS,02/22/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1488,,1488
LAS,02/23/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1285,,1285
LAS,02/24/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1405,,1405
LAS,02/25/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1334,,1334
LAS,02/26/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1276,,1276
LAS,02/27/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1313,,1313
LAS,02/28/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1455,,1455
LAS,03/01/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1524,,1524
LAS,03/02/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1255,,1255
LAS,03/03/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1430,,1430
LAS,03/04/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1456,,1456
LAS,03/05/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1415,,1415
LAS,03/06/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1501,,1501
LAS,03/07/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1648,,1648
LAS,03/08/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1349,,1349
LAS,03/09/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1255,,1255
LAS,03/10/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1916,,1916
LAS,03/11/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1530,,1530
LAS,03/12/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1478,,1478
LAS,03/13/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1500,,1500
LAS,03/14/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1606,,1606
LAS,03/15/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1646,,1646
LAS,03/16/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1337,,1337
LAS,03/17/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1564,,1564
LAS,03/18/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1492,,1492
LAS,03/19/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1433,,1433
LAS,03/20/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1448,,1448
LAS,03/21/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1619,,1619
LAS,03/22/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1606,,1606
LAS,03/23/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1316,,1316
LAS,03/24/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1606,,1606
LAS,03/25/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1566,,1566
LAS,03/26/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1456,,1456
LAS,03/27/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1585,,1585
LAS,03/28/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1661,,1661
LAS,03/29/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1616,,1616
LAS,03/30/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1403,,1403
LAS,03/31/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1555,,1555
LAS,04/01/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1610,,1610
LAS,04/02/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1495,,1495
LAS,04/03/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1521,,1521
LAS,04/04/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1657,,1657
LAS,04/05/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1723,,1723
LAS,04/06/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1421,,1421
LAS,04/07/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1645,,1645
LAS,04/08/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1360,,1360
LAS,04/09/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1439,,1439
LAS,04/10/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1518,,1518
LAS,04/11/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1645,,1645
LAS,04/12/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1693,,1693
LAS,04/13/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1342,,1342
LAS,04/14/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1607,,1607
LAS,04/15/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1488,,1488
LAS,04/16/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1447,,1447
LAS,04/17/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1472,,1472
LAS,04/18/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1592,,1592
LAS,04/19/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1651,,1651
LAS,04/20/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1292,,1292
LAS,04/21/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1529,,1529
LAS,04/22/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1518,,1518
LAS,04/23/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1476,,1476
LAS,04/24/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1514,,1514
LAS,04/25/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1667,,1667
LAS,04/26/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1666,,1666
LAS,04/27/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1378,,1378
LAS,04/28/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1641,,1641
LAS,04/29/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1549,,1549
LAS,04/30/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1467,,1467
LAS,05/01/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1546,,1546
LAS,05/02/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1604,,1604
LAS,05/03/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1760,,1760
LAS,05/04/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1408,,1408
LAS,05/05/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1672,,1672
LAS,05/06/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1666,,1666
LAS,05/07/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1548,,1548
LAS,05/08/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1543,,1543
LAS,05/09/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1711,,1711
LAS,05/10/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1673,,1673
LAS,05/11/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1369,,1369
LAS,05/12/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1544,,1544
LAS,05/13/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1576,,1576
LAS,05/14/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1526,,1526
LAS,05/15/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1597,,1597
LAS,05/16/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1749,,1749
LAS,05/17/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1797,,1797
LAS,05/18/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1420,,1420
LAS,05/19/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1717,,1717
LAS,05/20/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1707,,1707
LAS,05/21/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1701,,1701
LAS,05/22/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1652,,1652
LAS,05/23/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1708,,1708
LAS,05/24/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1678,,1678
LAS,05/25/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1359,,1359
LAS,05/26/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1406,,1406
LAS,05/27/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1558,,1558
LAS,05/28/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1540,,1540
LAS,05/29/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1523,,1523
LAS,05/30/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1712,,1712
LAS,05/31/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1675,,1675
LAS,06/01/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1243,,1243
LAS,06/02/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1463,,1463
LAS,06/03/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1633,,1633
LAS,06/04/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1527,,1527
LAS,06/05/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1550,,1550
LAS,06/06/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1667,,1667
LAS,06/07/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1611,,1611
LAS,06/08/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1299,,1299
LAS,06/09/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1470,,1470
LAS,06/10/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1532,,1532
LAS,06/11/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1559,,1559
LAS,06/12/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1514,,1514
LAS,06/13/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1601,,1601
LAS,06/14/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1717,,1717
LAS,06/15/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1315,,1315
LAS,06/16/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1496,,1496
LAS,06/17/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1555,,1555
LAS,06/18/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1459,,1459
LAS,06/19/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1556,,1556
LAS,06/20/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1610,,1610
LAS,06/21/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1618,,1618
LAS,06/22/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1487,,1487
LAS,06/23/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1735,,1735
LAS,06/24/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1718,,1718
LAS,06/25/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1550,,1550
LAS,06/26/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1555,,1555
LAS,06/27/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1668,,1668
LAS,06/28/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1644,,1644
LAS,06/29/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1347,,1347
LAS,06/30/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1538,,1538
LAS,07/01/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1512,,1512
LAS,07/02/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1452,,1452
LAS,07/03/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1573,,1573
LAS,07/04/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1265,,1265
LAS,07/05/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1485,,1485
LAS,07/06/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1369,,1369
LAS,07/07/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1604,,1604
LAS,07/08/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1604,,1604
LAS,07/09/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1500,,1500
LAS,07/10/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1533,,1533
LAS,07/11/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1577,,1577
LAS,07/12/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1645,,1645
LAS,07/13/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1301,,1301
LAS,07/14/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1507,,1507
LAS,07/15/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1555,,1555
LAS,07/16/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1467,,1467
LAS,07/17/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1568,,1568
LAS,07/18/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1656,,1656
LAS,07/19/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1540,,1540
LAS,07/20/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1307,,1307
LAS,07/21/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1543,,1543
LAS,07/22/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1531,,1531
LAS,07/23/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1477,,1477
LAS,07/24/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1578,,1578
LAS,07/25/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1769,,1769
LAS,07/26/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1656,,1656
LAS,07/27/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1413,,1413
LAS,07/28/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1472,,1472
LAS,07/29/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1672,,1672
LAS,07/30/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1561,,1561
LAS,07/31/2013,Las Vegas/Mc Carran Int'l,NV,AWP,Limited,7 - (7) Towers with Radar,1558,,1558
